#,Data,Área,Indicador,Valor atual,Meta,Status,Impacto,Comentário,Ação pendente,Prazo
394,May/2026,sup.,OTIF,4338.0,4100.2,Em análise,BAIXO,aparece nas últimas 3 reuniões de comitê,Reunião com fornecedor de dashboard,28/08/2026
395,mês 01/26,IT,Uptime crítico,2680.4,2294.3,Em atenção,Médio,meta pode estar defasada em relação ao mercado,Investir em capacitação da equipe,25-07
396,Jun/2026,sup.,OTIF,834.8,944.0,atenção,Alto,aguardando definição de budget,Renegociar contrato com fornecedor principal,16-07
397,mês 07/26,Fin,Margem operacional,3105.5,3928.6,Vermelho,ALTO,aguardando definição de budget,Automatizar coleta do dado,Q07 26
398,2026-02-13,Op,Produtividade por linha,409.3,422.3,Vermelho,ALTO,conselho pediu detalhe na reunião de novembro,Trazer dado externo pra benchmark,Q09 26
399,Mar/2026,Suprimentos,OTIF,1012.2,1230.9,AMARELO,ALTO,envolve 3 áreas — precisa dono claro,Definir donos por indicador,Q09 26
400,12/05/2026,marketing,,2991.3,3811.2,Amarelo,,meta pode estar defasada em relação ao mercado,Definir donos por indicador,
401,29/05/2026,Vendas/Com,Churn,3257.6,4158.3,em analise,Crítico,risco de exposição em relatório trimestral,Automatizar coleta do dado,12/11/2026
402,mês 05/26,Ops,Taxa de entrega no prazo,1093.6,1264.6,Em análise,ALTO,área quer discutir a meta em revisão,Contratar analista sênior pra área,25/09/2026
403,mês 02/26,Op,Produtividade por linha,4410.7,4888.9,crítico,,compromisso assumido pela diretoria em Q3,Propor revisão do escopo do projeto,10/2026
404,Jan/2026,comercial,Volume de vendas,3422.0,3992.2,em analise,,métrica não normalizada — comparação difícil,Propor plano de recuperação de 90 dias,06-08
405,Jul/2026,Compras,Ruptura de estoque,3809.8,4131.4,verde,,pode virar oportunidade se estruturado,Contratar analista sênior pra área,05/06/2026
406,Feb/2026,Tecnologia,Aderência SLA,3467.4,3851.6,AMARELO,Médio,,Definir donos por indicador,13-10
407,2026-04-17,Comercial,Churn,4667.6,4990.8,Verde,crít.,meta pode estar defasada em relação ao mercado,Reunião com fornecedor de contratos,07/2026
408,Jan/2026,Fin,Despesa administrativa,4426.7,4675.6,Alerta,Médio,,Propor revisão do escopo do projeto,08/07/2026
409,May/2026,operações,OEE,4307.5,3813.3,atenção,Alto,melhorou nos últimos 2 meses,Reunião com fornecedor de contratos,11/2026
410,May/2026,Marketing,Leads qualificados,811.4,655.1,OK,ALTO,aguardando definição de budget,Propor revisão do escopo do projeto,
411,2026-06-13,supply chain,Ruptura de estoque,2225.6,2133.6,em analise,Alto,melhorou nos últimos 2 meses,Renegociar contrato com fornecedor principal,31/10/2026
412,mês 06/26,Com,Novos clientes,418.6,489.2,atenção,Médio,,Alinhar meta trimestral com direção,Q10 26
413,10/05/2026,supply chain,Concentração de fornecedor,3736.4,4414.3,em analise,BAIXO,melhorou nos últimos 2 meses,Reunião com fornecedor de dashboard,19-08
414,Apr/2026,RH,Absenteísmo,2997.0,2596.1,verde,,auditoria vai voltar em 45 dias,Trazer dado externo pra benchmark,
415,mês 05/26,Marketing,Engajamento social,3434.7,3594.0,Crítico,BAIXO,área quer discutir a meta em revisão,Automatizar coleta do dado,Q09 26
416,2026-02-08,Operações,,1668.2,1704.6,Em atenção,,conselho pediu detalhe na reunião de novembro,Definir donos por indicador,Q09 26
417,2026-05-04,Vendas/Com,Pipeline qualificado,56.0,68.7,Alerta,Alto,gerente anterior deixou sem tratamento,Propor plano de recuperação de 90 dias,Q08 26
418,2026-07-16,rh/pessoas,Índice de acidentes,1963.7,1652.4,Em atenção,,área quer discutir a meta em revisão,Propor plano de recuperação de 90 dias,09/2026
419,,,,,,,,,,
420,2026-01-25,IT,Chamados abertos,370.0,273.0,ok,Médio,pode virar oportunidade se estruturado,Renegociar contrato com fornecedor principal,09/2026
421,2026-06-24,SC,OTIF,3884.5,3125.3,OK,crít.,impacto direto no P&L do próximo trimestre,Contratar analista sênior pra área,07/2026
422,18/02/2026,MKT,Custo por lead,482.2,377.0,crítico,Alto,depende de decisão da matriz,Preparar defesa da meta pro comitê,04/07/2026
423,mês 07/26,Vendas/Com,Churn,3343.8,3161.5,Crítico,,sinal fraco de reversão desde a última medição,Renegociar contrato com fornecedor principal,24-09
424,2026-04-18,Suprimentos,Ruptura de estoque,1856.9,1609.3,Amarelo,Crítico,regulatório pode mudar em Q4,,Q07 26
425,18/03/2026,Marketing,Leads qualificados,1734.5,1811.2,crítico,Alto,impacto direto no P&L do próximo trimestre,Automatizar coleta do dado,Q09 26
426,Jun/2026,rh/pessoas,Cobertura de treinamento,3733.9,3713.3,Vermelho,Crítico,risco de exposição em relatório trimestral,Propor plano de recuperação de 90 dias,
427,mês 03/26,operações,Tempo médio de setup,2759.2,2602.4,Em análise,BAIXO,pode virar oportunidade se estruturado,Definir donos por indicador,
428,2026-01-19,operações,Produtividade por linha,2675.9,3132.5,atenção,BAIXO,regulatório pode mudar em Q4,Propor plano de recuperação de 90 dias,06-11
429,mês 03/26,Tecnologia da Informação,Tempo de recuperação,4631.0,3678.7,OK,BAIXO,aguardando definição de budget,Preparar defesa da meta pro comitê,
430,12/04/2026,Compras,OTIF,3809.4,4757.3,Em atenção,BAIXO,concorrência opera com número melhor,Renegociar contrato com fornecedor principal,07-08
431,13/05/2026,comercial,Pipeline qualificado,736.5,689.8,Verde,Baixo,diretoria quer entender causa raiz,,24-09
432,2026-02-05,IT,Aderência SLA,630.0,782.0,Em atenção,Médio,compromisso assumido pela diretoria em Q3,Escalar pro comitê de Marketing,11/2026
433,Jul/2026,Com,Taxa de conversão,1627.9,1932.2,Em análise,crít.,impacto direto no P&L do próximo trimestre,Investir em capacitação da equipe,05-09
434,19/03/2026,RH,Índice de acidentes,4376.3,3616.3,verde,BAIXO,concorrência opera com número melhor,Reunião com fornecedor de planejamento,19-08
435,2026-05-17,Suprimentos,OTIF,3480.4,3162.5,Verde,BAIXO,impacto direto no P&L do próximo trimestre,Contratar analista sênior pra área,09/2026
436,mês 07/26,TI,MTTR,2753.8,2152.8,ok,medio,auditoria externa questionou na última visita,Revisar processo de aprovação com Comercial,
437,Apr/2026,Controladoria/Fin,Custo por unidade,2511.2,2530.7,Em atenção,Médio,aguardando definição de budget,Automatizar coleta do dado,Q07 26
438,2026-04-18,comercial,Novos clientes,107.3,121.5,crítico,,métrica não normalizada — comparação difícil,Renegociar contrato com fornecedor principal,18/07/2026
439,2026-07-03,rh/pessoas,Absenteísmo,2499.0,2520.2,Em atenção,ALTO,risco de exposição em relatório trimestral,Alinhar meta trimestral com direção,
440,mês 03/26,Pessoas,Tempo médio de contratação,4123.4,4735.1,em analise,ALTO,regulatório pode mudar em Q4,Trazer dado externo pra benchmark,
441,Feb/2026,IT,,643.1,492.7,em analise,medio,impacto direto no P&L do próximo trimestre,Reunião com fornecedor de contratações,Q06 26
442,mês 05/26,Tecnologia da Informação,Chamados abertos,3782.8,4338.1,Verde,Baixo,área quer discutir a meta em revisão,Revisar processo de aprovação com RH,
443,2026-02-12,OPS,Taxa de entrega no prazo,649.8,760.2,ok,medio,cliente já sinalizou insatisfação sobre isso,Automatizar coleta do dado,15-10
444,12/07/2026,Pessoas,Índice de acidentes,2926.2,3405.1,atenção,Alto,métrica não normalizada — comparação difícil,Alinhar leitura com par de outra área,Q08 26
445,mês 01/26,Operações,Lead time,1909.4,2184.3,Em atenção,ALTO,auditoria externa questionou na última visita,Preparar defesa da meta pro comitê,Q10 26
446,,,,,,,,,,
447,Mar/2026,Vendas/Com,Pipeline qualificado,731.4,668.4,VERMELHO,Baixo,aparece nas últimas 3 reuniões de comitê,Rodar piloto de 30 dias em 1 filial,
448,mês 04/26,Operações,Taxa de entrega no prazo,1603.4,1700.9,OK,BAIXO,vinculado a projeto estratégico em curso,Rodar piloto de 30 dias em 1 filial,16-10
449,Jun/2026,T.I.,Aderência SLA,4864.6,4344.0,Crítico,ALTO,auditoria externa questionou na última visita,Redefinir cadência de análise,19-09
450,25/01/2026,Recursos Humanos,Cobertura de treinamento,4993.8,5407.4,atenção,medio,meta pode estar defasada em relação ao mercado,Rodar piloto de 30 dias em 1 filial,
451,17/06/2026,COM,CAC,347.3,253.8,verde,Baixo,,Revisar processo de aprovação com Operações,29-06
452,mês 03/26,Tecnologia da Informação,Índice de vulnerabilidades,2037.3,1458.3,Vermelho,Médio,regulatório pode mudar em Q4,Redefinir cadência de análise,26/09/2026
453,Apr/2026,ti,MTTR,2800.9,3300.9,Amarelo,Médio,auditoria externa questionou na última visita,Reunião com fornecedor de dashboard,07/2026
454,mês 05/26,Recursos Humanos,Cobertura de treinamento,2255.5,1606.9,verde,Médio,pode virar oportunidade se estruturado,Revisar processo de aprovação com RH,23/10/2026
455,2026-06-29,r.h.,Absenteísmo,1607.3,1168.6,Em atenção,BAIXO,,Investir em capacitação da equipe,09/09/2026
456,mês 05/26,Mkt,Engajamento social,4212.0,3749.7,ok,BAIXO,diretoria quer entender causa raiz,Investir em capacitação da equipe,10/2026
457,2026-06-26,IT,Aderência SLA,2964.0,2428.2,Alerta,,cliente já sinalizou insatisfação sobre isso,Contratar consultoria externa pra diagnóstico,
458,mês 04/26,TI,Aderência SLA,3791.9,3470.1,Alerta,Crítico,envolve 3 áreas — precisa dono claro,Alinhar meta trimestral com direção,Q08 26
459,2026-06-23,Tecnologia,Chamados abertos,3877.4,4098.7,Amarelo,Médio,compromisso assumido pela diretoria em Q3,Propor revisão do escopo do projeto,11/07/2026
460,14/04/2026,,MTTR,1499.9,1590.7,Amarelo,medio,cliente já sinalizou insatisfação sobre isso,Propor plano de recuperação de 90 dias,
461,2026-03-10,Compras,Prazo médio de entrega,3135.1,3081.8,Verde,Baixo,área quer discutir a meta em revisão,,Q07 26
462,01/02/2026,Controladoria/Fin,Prazo médio de pagamento,2981.8,2890.6,AMARELO,,conselho pediu detalhe na reunião de novembro,Preparar defesa da meta pro comitê,02-07
463,mês 04/26,,Taxa de entrega no prazo,4326.5,4388.3,verde,crít.,depende de decisão da matriz,Rodar piloto de 30 dias em 1 filial,
464,2026-03-14,Tecnologia da Informação,Uptime crítico,3004.0,3494.4,Em análise,ALTO,pode virar oportunidade se estruturado,Automatizar coleta do dado,19-10
465,2026-07-02,supply chain,Ruptura de estoque,2778.2,3576.2,Alerta,Crítico,,Contratar analista sênior pra área,Q10 26
466,2026-02-24,T.I.,Aderência SLA,1491.6,1377.0,Em análise,,depende de decisão da matriz,Escalar pro comitê de Financeiro,
467,Mar/2026,COM,Volume de vendas,777.4,969.3,atenção,Crítico,,Revisar processo de aprovação com RH,Q09 26
468,21/02/2026,financeiro,EBITDA,2077.6,1886.5,Amarelo,crít.,área quer discutir a meta em revisão,Automatizar coleta do dado,02-08
469,mês 06/26,operações,OEE,1394.8,1735.0,verde,,,Trazer dado externo pra benchmark,
470,2026-02-15,comercial,Taxa de conversão,1058.9,1077.9,Verde,,,Revisar processo de aprovação com Suprimentos,17/10/2026
471,18/07/2026,Tecnologia da Informação,Cobertura de backup,2980.2,3026.7,em analise,Alto,depende de decisão da matriz,Rodar piloto de 30 dias em 1 filial,11/08/2026
472,08/03/2026,RH,Índice de acidentes,4462.6,5230.1,Amarelo,Baixo,área quer discutir a meta em revisão,Rodar piloto de 30 dias em 1 filial,Q06 26
473,Jul/2026,Vendas,Pipeline qualificado,1748.0,1937.5,em analise,BAIXO,sinal fraco de reversão desde a última medição,Propor plano de recuperação de 90 dias,08/2026
474,mês 03/26,Gestão de Pessoas,Índice de acidentes,3762.0,2882.2,Amarelo,ALTO,área quer discutir a meta em revisão,Renegociar contrato com fornecedor principal,Q11 26
475,2026-07-14,FIN,Custo por unidade,4546.0,3447.5,Alerta,,pode virar oportunidade se estruturado,Contratar analista sênior pra área,18-08
476,2026-05-25,,eNPS,1800.9,1443.5,VERMELHO,medio,envolve 3 áreas — precisa dono claro,,Q07 26
477,Jun/2026,FIN,DSO (dias),2148.4,1885.0,atenção,Médio,risco de exposição em relatório trimestral,Propor revisão do escopo do projeto,
478,mês 04/26,T.I.,Tempo de recuperação,1158.5,1007.4,atenção,,regulatório pode mudar em Q4,Escalar pro comitê de Financeiro,17-07
479,mês 05/26,COM,Pipeline qualificado,1674.4,1598.7,Crítico,,envolve 3 áreas — precisa dono claro,Automatizar coleta do dado,07-07
480,2026-05-09,Gestão de Pessoas,Cobertura de treinamento,3155.2,2957.1,Em análise,ALTO,gerente anterior deixou sem tratamento,Alinhar leitura com par de outra área,
481,2026-03-27,Marketing,Engajamento social,1510.4,1198.7,Em atenção,,impacto direto no P&L do próximo trimestre,Propor revisão do escopo do projeto,14/10/2026
482,Jan/2026,Fin,Despesa administrativa,1211.9,1129.3,AMARELO,Baixo,melhorou nos últimos 2 meses,Rodar piloto de 30 dias em 1 filial,
483,mês 06/26,Com,CAC,1279.0,992.6,AMARELO,Baixo,concorrência opera com número melhor,Alinhar meta trimestral com direção,
484,2026-04-30,Fin,Custo por unidade,2741.2,1937.5,AMARELO,medio,aparece nas últimas 3 reuniões de comitê,,13-08
485,,,,,,,,,,
486,mês 06/26,Tecnologia,MTTR,3918.8,3095.1,Amarelo,,pode virar oportunidade se estruturado,Redefinir cadência de análise,12-06
487,mês 02/26,Marketing,CAC digital,3839.5,2897.0,Vermelho,,vinculado a projeto estratégico em curso,Revisar processo de aprovação com Comercial,27-06
488,16/05/2026,Compras,Ruptura de estoque,2132.4,2538.0,verde,,meta pode estar defasada em relação ao mercado,Contratar consultoria externa pra diagnóstico,Q07 26
489,2026-03-28,Suprimentos,OTIF,1771.6,2283.0,Verde,Crítico,auditoria externa questionou na última visita,Propor revisão do escopo do projeto,07/2026
490,11/02/2026,COM,Pipeline qualificado,3587.4,4024.2,atenção,crít.,regulatório pode mudar em Q4,Preparar defesa da meta pro comitê,Q07 26
491,Feb/2026,Comercial,Novos clientes,818.7,925.9,Amarelo,Baixo,meta pode estar defasada em relação ao mercado,Propor plano de recuperação de 90 dias,08/2026
492,17/02/2026,,OTIF,4411.8,5097.3,Em análise,ALTO,conselho pediu detalhe na reunião de novembro,,03/10/2026
493,2026-06-29,Recursos Humanos,Índice de acidentes,2578.3,3153.5,verde,Médio,,,09/2026
494,mês 06/26,Sup,Prazo médio de entrega,2888.5,3164.5,Vermelho,crít.,auditoria vai voltar em 45 dias,Reunião com fornecedor de reporting,02-07
495,11/04/2026,Vendas/Com,Volume de vendas,1273.7,1114.7,Em atenção,Alto,envolve 3 áreas — precisa dono claro,Alinhar meta trimestral com direção,10/2026
496,2026-03-28,IT,Chamados abertos,4170.5,3662.1,atenção,Médio,depende de decisão da matriz,Revisar processo de aprovação com Suprimentos,Q10 26
497,Apr/2026,Vendas,Ticket médio,1950.0,1878.4,atenção,Baixo,sinal fraco de reversão desde a última medição,,09-10
498,mês 02/26,Vendas,Taxa de conversão,4197.4,3838.8,crítico,,,Alinhar leitura com par de outra área,Q07 26
499,Mar/2026,marketing,Leads qualificados,3013.9,3689.1,Amarelo,Médio,pode virar oportunidade se estruturado,,07-06
500,Jun/2026,OPS,Tempo médio de setup,3778.4,3181.4,verde,Médio,pode virar oportunidade se estruturado,Escalar pro comitê de Comercial,21-08
501,2026-05-07,Fin,DSO (dias),2523.2,1890.1,Em análise,ALTO,auditoria externa questionou na última visita,Definir donos por indicador,Q08 26
502,25/06/2026,Finance,,2912.2,3687.0,Verde,Médio,pode virar oportunidade se estruturado,,Q08 26
503,Feb/2026,Compras,Redução de custo,1340.8,1425.7,Alerta,crít.,melhorou nos últimos 2 meses,Rodar piloto de 30 dias em 1 filial,
504,Mar/2026,Compras,Prazo médio de entrega,4872.6,3681.5,Amarelo,,auditoria vai voltar em 45 dias,Redefinir cadência de análise,25/10/2026
505,2026-06-30,operacoes,Índice de retrabalho,558.9,657.2,Em atenção,,aguardando definição de budget,Preparar defesa da meta pro comitê,07-09
506,02/06/2026,SC,,1542.7,1187.2,crítico,medio,métrica não normalizada — comparação difícil,Propor revisão do escopo do projeto,10/06/2026
507,13/05/2026,Controladoria/Fin,EBITDA,3491.0,2563.4,atenção,ALTO,métrica não normalizada — comparação difícil,,13-09
508,Apr/2026,COM,Churn,1229.1,1045.4,AMARELO,Crítico,gerente anterior deixou sem tratamento,,
509,2026-01-21,Mkt,CAC digital,2297.6,2383.2,atenção,,aparece nas últimas 3 reuniões de comitê,Reunião com fornecedor de reporting,16-07
510,08/07/2026,Financeiro,EBITDA,929.4,1111.6,Em análise,BAIXO,métrica não normalizada — comparação difícil,Escalar pro comitê de Operações,10/2026
511,05/07/2026,financeiro,Fluxo de caixa mensal,1495.1,1458.7,Vermelho,Alto,pode virar oportunidade se estruturado,Alinhar leitura com par de outra área,Q09 26
512,Jun/2026,MKT,CAC digital,1810.0,1378.2,verde,crít.,,Contratar consultoria externa pra diagnóstico,Q09 26
513,Feb/2026,Tecnologia da Informação,Uptime crítico,1764.0,1780.5,Vermelho,,depende de decisão da matriz,Definir donos por indicador,07/2026
514,,,,,,,,,,
515,2026-05-12,Finance,Despesa administrativa,237.5,235.1,atenção,medio,envolve 3 áreas — precisa dono claro,,
516,Apr/2026,,Cobertura de treinamento,180.9,210.3,Vermelho,ALTO,risco de exposição em relatório trimestral,Alinhar leitura com par de outra área,15-11
517,07/07/2026,Mkt,Alcance orgânico,4519.1,3922.3,verde,crít.,,Rodar piloto de 30 dias em 1 filial,Q09 26
518,2026-04-18,Financeiro,Margem operacional,3540.8,4430.5,em analise,medio,meta pode estar defasada em relação ao mercado,Definir donos por indicador,Q07 26
519,Mar/2026,Comercial,CAC,4709.5,4811.6,Verde,medio,depende de decisão da matriz,Alinhar leitura com par de outra área,
520,24/02/2026,Com,Pipeline qualificado,3684.9,2778.9,Verde,Alto,,Propor revisão do escopo do projeto,
521,mês 03/26,marketing,ROI campanhas,1154.3,1409.9,Alerta,Médio,melhorou nos últimos 2 meses,Alinhar meta trimestral com direção,02-08
522,Mar/2026,,Nível de estoque,2300.8,1925.1,OK,ALTO,compromisso assumido pela diretoria em Q3,Preparar defesa da meta pro comitê,Q07 26
523,2026-07-07,FIN,DSO (dias),4611.7,3831.0,Vermelho,Alto,envolve 3 áreas — precisa dono claro,Contratar consultoria externa pra diagnóstico,14-07
524,Apr/2026,Op,Refugo (%),966.9,1012.2,Em análise,ALTO,,Trazer dado externo pra benchmark,02-07
525,13/02/2026,T.I.,Aderência SLA,1542.9,1153.2,verde,Alto,cliente já sinalizou insatisfação sobre isso,Contratar consultoria externa pra diagnóstico,Q08 26
526,26/02/2026,Recursos Humanos,Tempo médio de contratação,4831.3,4130.9,AMARELO,medio,compromisso assumido pela diretoria em Q3,Trazer dado externo pra benchmark,10/2026
527,2026-05-24,Vendas/Com,,4215.4,3487.2,Amarelo,Crítico,,Contratar analista sênior pra área,Q11 26
528,30/05/2026,Tecnologia da Informação,Índice de vulnerabilidades,4261.7,5063.7,OK,Alto,pode virar oportunidade se estruturado,Propor revisão do escopo do projeto,Q08 26
529,mês 05/26,,Volume de vendas,2663.7,2011.2,Em análise,medio,sinal fraco de reversão desde a última medição,,
530,2026-02-20,Sup,Redução de custo,472.6,526.6,Vermelho,,depende de decisão da matriz,Propor revisão do escopo do projeto,09/2026
531,2026-04-12,mkt digital,Leads qualificados,672.7,759.0,OK,medio,gerente anterior deixou sem tratamento,Reunião com fornecedor de BI,
532,Jan/2026,rh/pessoas,Absenteísmo,3055.3,3208.4,AMARELO,Baixo,regulatório pode mudar em Q4,Definir donos por indicador,10/2026
533,Feb/2026,IT,MTTR,3834.2,4338.1,crítico,Baixo,métrica não normalizada — comparação difícil,Escalar pro comitê de Comercial,21/09/2026
534,2026-04-21,MKT,ROI campanhas,1930.1,1549.8,AMARELO,ALTO,auditoria vai voltar em 45 dias,Contratar analista sênior pra área,
535,Apr/2026,Mkt,CAC digital,759.5,612.3,Alerta,Alto,compromisso assumido pela diretoria em Q3,Propor revisão do escopo do projeto,Q07 26
536,04/03/2026,Vendas/Com,Volume de vendas,719.1,862.0,em analise,Baixo,vinculado a projeto estratégico em curso,Automatizar coleta do dado,03-11
537,22/04/2026,IT,Índice de vulnerabilidades,2376.2,2162.7,Verde,,regulatório pode mudar em Q4,Alinhar leitura com par de outra área,
538,2026-04-17,FIN,DSO (dias),568.0,681.6,Verde,,cliente já sinalizou insatisfação sobre isso,,08/09/2026
539,Mar/2026,MKT,Custo por lead,3314.0,2605.9,crítico,Médio,concorrência opera com número melhor,Redefinir cadência de análise,02-11
540,04/07/2026,TI,Tempo de recuperação,2056.8,2530.4,Crítico,medio,conselho pediu detalhe na reunião de novembro,Trazer dado externo pra benchmark,Q08 26
541,2026-05-03,Finance,Fluxo de caixa mensal,1089.4,1208.6,VERMELHO,,métrica não normalizada — comparação difícil,Contratar analista sênior pra área,
542,2026-07-11,sup.,Concentração de fornecedor,3656.4,3144.7,Verde,Médio,regulatório pode mudar em Q4,Alinhar leitura com par de outra área,10/2026
543,25/02/2026,Finance,EBITDA,3376.7,3221.7,ok,,gerente anterior deixou sem tratamento,Automatizar coleta do dado,06-06
544,2026-05-11,IT,Uptime crítico,1729.7,1237.6,verde,ALTO,melhorou nos últimos 2 meses,Alinhar meta trimestral com direção,Q07 26
545,Feb/2026,r.h.,eNPS,4695.2,5661.0,atenção,ALTO,envolve 3 áreas — precisa dono claro,Renegociar contrato com fornecedor principal,16-09
546,2026-03-21,Gestão de Pessoas,eNPS,3009.0,2824.9,OK,,concorrência opera com número melhor,Preparar defesa da meta pro comitê,07/11/2026
547,mês 07/26,comercial,Pipeline qualificado,3694.5,4293.3,Verde,BAIXO,conselho pediu detalhe na reunião de novembro,Investir em capacitação da equipe,Q07 26
548,2026-03-10,ti,Índice de vulnerabilidades,587.6,615.9,ok,Crítico,,Rodar piloto de 30 dias em 1 filial,17/07/2026
549,05/07/2026,operacoes,Taxa de entrega no prazo,4758.7,4529.7,ok,Alto,gerente anterior deixou sem tratamento,Renegociar contrato com fornecedor principal,
550,05/04/2026,comercial,CAC,3591.5,2742.2,Verde,,depende de decisão da matriz,Contratar analista sênior pra área,06/2026
551,mês 03/26,Vendas,Churn,2765.7,2322.9,Alerta,crít.,aguardando definição de budget,Redefinir cadência de análise,13-11
552,mês 06/26,MKT,Alcance orgânico,2023.2,2020.2,OK,BAIXO,aguardando definição de budget,Reunião com fornecedor de compliance,09/2026
553,06/06/2026,supply chain,Redução de custo,2481.3,2841.5,Em análise,BAIXO,pode virar oportunidade se estruturado,Investir em capacitação da equipe,25/08/2026
554,Apr/2026,MKT,ROI campanhas,1730.9,2162.2,AMARELO,,aguardando definição de budget,,19-09
555,09/02/2026,mkt digital,ROI campanhas,4423.7,3879.4,Verde,Baixo,aparece nas últimas 3 reuniões de comitê,Preparar defesa da meta pro comitê,02/08/2026
556,mês 05/26,rh/pessoas,,764.6,692.8,crítico,medio,sinal fraco de reversão desde a última medição,Revisar processo de aprovação com Operações,
557,20/01/2026,Marketing,Engajamento social,4909.3,4222.7,Crítico,,aparece nas últimas 3 reuniões de comitê,Trazer dado externo pra benchmark,10/2026
558,Apr/2026,Operações,Taxa de entrega no prazo,2419.5,1895.6,verde,Alto,envolve 3 áreas — precisa dono claro,,Q08 26
559,mês 07/26,Vendas,Volume de vendas,4150.8,4912.8,Amarelo,,envolve 3 áreas — precisa dono claro,Contratar analista sênior pra área,Q06 26
560,mês 06/26,mkt digital,Engajamento social,344.6,262.1,Vermelho,ALTO,auditoria vai voltar em 45 dias,,09/2026
561,Mar/2026,Finance,Custo por unidade,4518.6,3534.7,Em análise,,sinal fraco de reversão desde a última medição,Investir em capacitação da equipe,18/06/2026
562,2026-03-18,COM,Novos clientes,3192.6,3185.5,verde,Baixo,auditoria externa questionou na última visita,Reunião com fornecedor de contratações,
563,05/03/2026,rh/pessoas,Absenteísmo,1242.5,905.3,Amarelo,medio,risco de exposição em relatório trimestral,Revisar processo de aprovação com Operações,
564,Apr/2026,r.h.,Turnover,474.1,549.9,Em atenção,Baixo,envolve 3 áreas — precisa dono claro,Reunião com fornecedor de contratações,19-10
565,mês 06/26,SC,Nível de estoque,3682.6,2831.7,atenção,Baixo,aparece nas últimas 3 reuniões de comitê,Contratar consultoria externa pra diagnóstico,17/06/2026
566,May/2026,FIN,Prazo médio de pagamento,2846.2,2844.6,atenção,Crítico,vinculado a projeto estratégico em curso,Alinhar leitura com par de outra área,11/2026
567,Apr/2026,financeiro,Custo por unidade,1653.0,1166.2,atenção,Médio,aguardando definição de budget,,10/2026
568,2026-01-28,Tecnologia,,2091.6,2660.2,Amarelo,Médio,aparece nas últimas 3 reuniões de comitê,Propor revisão do escopo do projeto,08/11/2026
569,2026-07-14,ti,Uptime crítico,2753.3,3149.2,Alerta,,gerente anterior deixou sem tratamento,Automatizar coleta do dado,
570,Mar/2026,Marketing,Custo por lead,1502.4,1812.2,Crítico,Médio,depende de decisão da matriz,Contratar consultoria externa pra diagnóstico,21/09/2026
571,2026-03-13,supply chain,Nível de estoque,1673.5,2137.6,AMARELO,Baixo,área quer discutir a meta em revisão,Contratar consultoria externa pra diagnóstico,06/08/2026
572,22/04/2026,Sup,Prazo médio de entrega,1759.3,2210.7,AMARELO,,,Contratar consultoria externa pra diagnóstico,03-11
573,2026-02-23,supply chain,OTIF,3968.8,4079.8,Em análise,Médio,vinculado a projeto estratégico em curso,Trazer dado externo pra benchmark,09/2026
574,2026-03-16,Marketing,CAC digital,586.6,444.8,Amarelo,,gerente anterior deixou sem tratamento,,21-10
575,04/04/2026,Recursos Humanos,Índice de acidentes,4240.7,3380.1,Vermelho,Alto,envolve 3 áreas — precisa dono claro,Alinhar leitura com par de outra área,01-07
576,04/06/2026,Marketing,ROI campanhas,3122.6,3189.9,Crítico,crít.,aguardando definição de budget,,
577,mês 03/26,Fin,Fluxo de caixa mensal,455.4,576.5,Vermelho,,aparece nas últimas 3 reuniões de comitê,Propor plano de recuperação de 90 dias,
578,mês 02/26,SC,Redução de custo,3487.6,3039.3,Crítico,ALTO,auditoria vai voltar em 45 dias,Alinhar leitura com par de outra área,07/2026
579,24/02/2026,Recursos Humanos,Tempo médio de contratação,2232.3,2087.2,verde,BAIXO,compromisso assumido pela diretoria em Q3,,Q07 26
580,mês 06/26,T.I.,Uptime crítico,2049.4,2204.5,crítico,crít.,aguardando definição de budget,Contratar consultoria externa pra diagnóstico,23-10
581,,,,,,,,,,
582,2026-07-07,,Produtividade por linha,745.8,934.0,Crítico,Baixo,cliente já sinalizou insatisfação sobre isso,,22-08
583,2026-05-13,mkt digital,CAC digital,2501.3,3203.4,Verde,ALTO,meta pode estar defasada em relação ao mercado,Trazer dado externo pra benchmark,
584,,,,,,,,,,
585,25/03/2026,Mkt,Engajamento social,3281.5,4162.3,AMARELO,ALTO,melhorou nos últimos 2 meses,,
586,15/03/2026,Suprimentos,,2311.8,2118.9,Vermelho,BAIXO,concorrência opera com número melhor,,05/10/2026
587,mês 06/26,,Refugo (%),1347.5,1137.1,em analise,crít.,,Propor plano de recuperação de 90 dias,11-10
588,16/07/2026,Fin,DSO (dias),3459.8,2923.4,Crítico,Crítico,auditoria vai voltar em 45 dias,Propor revisão do escopo do projeto,Q08 26
589,mês 02/26,,ROI campanhas,4001.4,4599.0,em analise,Baixo,pode virar oportunidade se estruturado,Automatizar coleta do dado,
590,mês 01/26,RH,Cobertura de treinamento,3765.5,3981.5,em analise,medio,vinculado a projeto estratégico em curso,Alinhar meta trimestral com direção,
591,Jun/2026,T.I.,Cobertura de backup,721.5,541.4,atenção,Médio,gerente anterior deixou sem tratamento,Escalar pro comitê de Financeiro,18-06
592,,,,,,,,,,
593,28/03/2026,Recursos Humanos,eNPS,3947.1,5016.7,Verde,,gerente anterior deixou sem tratamento,Rodar piloto de 30 dias em 1 filial,
